epoch,train_loss,train_acc@1,train_acc@5,valid_acc@1
1,2.1319242108326693,22.839042467948715,69.96945112179486,30.588942307692307
2,1.8821471203596165,33.61628605769231,82.52954727564102,39.04246794871795
3,1.7822572734111395,37.20202323717949,85.41666666666666,38.2411858974359
4,1.728316871401591,38.787059294871796,86.45332532051282,38.721955128205124
5,1.7078807075054219,39.533253205128204,86.96664663461539,39.25280448717949
6,1.677603081632883,40.59495192307692,87.52754407051282,41.155849358974365
7,1.6574758230111537,40.9755608974359,88.11348157051282,40.675080128205124
8,1.6514645532155647,41.321113782051285,88.17357772435898,40.75520833333333
9,1.6304696878561606,41.989683493589745,88.79957932692307,42.628205128205124
10,1.635705442000658,41.57401842948718,88.4940905448718,42.98878205128205
11,1.6183016456854649,42.1875,88.81961137820514,43.14903846153847
12,1.6234747091164956,42.05478766025641,88.81209935897436,43.71995192307692
13,1.60601206162037,42.93870192307692,89.0399639423077,42.79847756410257
14,1.6082174892608936,42.432892628205124,89.03245192307693,40.99559294871795
15,1.6000832067086146,43.25170272435898,89.32792467948718,43.3994391025641
16,1.595072681705157,42.7158453525641,89.47315705128204,44.5713141025641
17,1.588409816989532,43.459535256410255,89.5908453525641,45.38261217948718
18,1.5928949201718354,42.86107772435898,89.53074919871796,45.05208333333333
19,1.5716617202911622,44.08804086538461,89.67347756410257,46.9150641025641
20,1.5758720529385102,43.84264823717949,89.77614182692307,42.56810897435898
21,1.5788333870661564,44.050480769230774,89.6083733974359,44.16065705128205
22,1.5781141343789222,43.83263221153847,89.74108573717949,44.441105769230774
23,1.5657709959225776,44.52624198717949,89.74108573717949,46.4443108974359
24,1.581006985062208,43.57972756410257,89.44811698717949,43.048878205128204
25,1.562846424870002,44.5713141025641,89.91386217948718,44.55128205128205
26,1.5604291634681897,44.45863381410257,89.77864583333334,45.54286858974359
27,1.5533331426290364,44.76161858974359,90.20933493589743,45.30248397435898
28,1.5521562087994356,44.60887419871795,90.1542467948718,41.3661858974359
29,1.5592767137747545,44.68900240384615,89.93389423076923,43.42948717948718
30,1.5639722217351963,44.528745993589745,89.73357371794873,44.230769230769226
31,1.5608330720510237,44.51622596153847,90.00651041666666,47.52604166666667
