epoch,train_loss,train_acc@1,train_acc@5,valid_acc@1
1,1.131778170283024,63.083433493589745,94.89683493589743,67.73838141025641
2,0.9080570045954142,68.0438701923077,97.06530448717949,68.57972756410257
3,0.8709299627404946,69.09304887820514,96.96514423076923,70.44270833333334
4,0.8528795895668176,69.88932291666666,97.27564102564102,69.9619391025641
5,0.8367759992296879,70.48277243589743,97.29066506410257,70.73317307692307
6,0.8341786534740374,70.58543669871796,97.39332932692307,70.7832532051282
7,0.8208438866795638,70.97606169871796,97.44591346153845,72.42588141025641
8,0.8210257971898104,70.69811698717949,97.35827323717949,71.15384615384616
9,0.8068692800708306,71.35416666666666,97.57111378205127,71.59455128205127
10,0.8001665222721223,71.85496794871796,97.46844951923077,71.59455128205127
11,0.7948741557506415,71.75731169871796,97.49348958333334,71.30408653846155
12,0.7974585812443342,71.94511217948718,97.45843349358975,72.82652243589743
13,0.7868350862692564,72.27564102564102,97.75891426282051,72.19551282051282
14,0.7817626184759996,72.3858173076923,97.70382612179486,70.67307692307693
15,0.7850316277681253,72.36828926282051,97.61117788461539,72.79647435897436
16,0.7786131801131444,72.45342548076923,97.65875400641025,72.32572115384616
17,0.7819929959682318,72.45092147435898,97.61868990384616,72.63621794871796
18,0.7724448899045969,72.62369791666666,97.75140224358975,72.80649038461539
19,0.7658781023361744,72.94921875,97.78645833333334,72.79647435897436
20,0.772746323966063,72.74639423076923,97.72636217948718,73.44751602564102
21,0.7669653679506901,73.18960336538461,97.62119391025641,72.3056891025641
22,0.766207333940726,73.10947516025641,97.7313701923077,72.45592948717949
23,0.763051817432428,73.04437099358975,97.69881810897436,73.65785256410257
24,0.7572502627586707,73.13952323717949,97.86157852564102,73.69791666666666
25,0.7610786070044224,73.26221955128204,97.8290264423077,73.87820512820514
26,0.7571908650107873,73.46504407051282,97.7363782051282,72.70633012820514
27,0.7544490876488197,73.33733974358975,97.75641025641025,73.06690705128204
28,0.7511185736228259,73.46504407051282,97.84405048076923,73.7479967948718
29,0.7451593573085773,73.76051682692307,97.8515625,74.26883012820514
30,0.7516568057621137,73.52764423076923,97.7138421474359,74.10857371794873
31,0.74824785727721,73.56270032051282,97.81400240384616,73.52764423076923
32,0.7526739505239022,73.26973157051282,97.86408253205127,73.02684294871796
33,0.7434228523992575,73.66035657051282,97.81400240384616,73.97836538461539
34,0.7496959541279536,73.46754807692307,97.78896233974359,73.59775641025641
35,0.7394611285283015,73.94581330128204,97.82151442307693,73.36738782051282
36,0.7464235361952049,73.81810897435898,97.72135416666666,72.98677884615384
37,0.7407192366245465,73.7479967948718,97.9266826923077,73.83814102564102
38,0.740508204087233,73.95332532051282,97.92918669871796,73.27724358974359
39,0.7368577447457191,74.09605368589743,97.78395432692307,74.08854166666666
40,0.7382235809778556,73.74048477564102,97.90665064102564,73.34735576923077
41,0.7365936365647193,73.90574919871796,97.91917067307693,73.4775641025641
42,0.7409438804174081,73.68790064102564,97.91666666666666,74.31891025641025
43,0.738318668726163,73.93830128205127,97.8916266025641,74.04847756410257
44,0.7371952503155439,74.03595753205127,97.84154647435898,73.98838141025641
45,0.7394547574222088,73.83563701923077,97.86157852564102,74.23878205128204
46,0.7290091480200107,74.12109375,97.94671474358975,74.47916666666666
47,0.7282654587657024,74.01342147435898,97.94170673076923,73.71794871794873
48,0.7299073004187682,74.06600560897436,97.83904246794873,74.59935897435898
49,0.7319459750866278,73.99589342948718,97.97425881410257,74.26883012820514
50,0.7237739413021467,74.34395032051282,97.9892828525641,74.37900641025641
51,0.7248831179279548,74.41155849358975,97.86408253205127,74.08854166666666
52,0.7317321736078995,74.19871794871796,97.9266826923077,73.05689102564102
53,0.7273679539943353,74.37149439102564,97.88661858974359,73.46754807692307
54,0.7263011580858475,74.22375801282051,97.91165865384616,74.22876602564102
55,0.726475746012651,74.43409455128204,97.86658653846155,74.3389423076923
56,0.7263191647063463,74.2938701923077,97.92417868589743,74.34895833333334
57,0.7318069481123717,74.26883012820514,97.86157852564102,74.34895833333334
58,0.7229412200932319,74.42157451923077,97.86658653846155,74.609375
59,0.7223944714627205,74.45913461538461,97.9316907051282,74.22876602564102
60,0.7196013877789179,74.54677483974359,97.98677884615384,73.87820512820514
61,0.7274259663163087,74.31139823717949,97.80398637820514,73.93830128205127
62,0.722278078015034,74.49669471153845,97.88161057692307,74.63942307692307
63,0.7186605505263194,74.50420673076923,98.03185096153845,74.08854166666666
64,0.7166429169667072,74.54176682692307,97.9892828525641,74.06850961538461
65,0.7217633699377378,74.5918469551282,97.88411458333334,74.74959935897436
66,0.7181621381105521,74.87730368589743,97.85657051282051,73.54767628205127
67,0.7219917382567357,74.66446314102564,97.97676282051282,75.10016025641025
68,0.7160281038437134,74.89733573717949,97.96424278846155,74.07852564102564
69,0.7184817747045786,74.70202323717949,97.95673076923077,74.42908653846155
70,0.7231040919820467,74.46664663461539,97.8916266025641,74.42908653846155
71,0.7185698474446932,74.73958333333334,98.0068108974359,74.2588141025641
72,0.7149301554339055,74.87229567307693,97.9316907051282,73.60777243589743
73,0.7164335034023492,74.83974358974359,97.99929887820514,74.80969551282051
74,0.7204555769761404,74.609375,97.90414663461539,74.42908653846155
75,0.7120583535960088,74.87730368589743,97.97425881410257,73.5576923076923
76,0.7122886747312851,74.90735176282051,98.0293469551282,74.36899038461539
77,0.7174834314829264,74.77463942307693,98.01682692307693,74.59935897435898
78,0.7114607810209959,74.81971153846155,97.87910657051282,73.40745192307693
79,0.7178905982619677,74.71454326923077,97.8740985576923,74.609375
80,0.7126815618994908,75.07762419871796,98.00430689102564,74.37900641025641
81,0.7009098120988944,75.39563301282051,98.04186698717949,74.1786858974359
82,0.7159352773466171,74.66947115384616,97.88912259615384,75.28044871794873
83,0.7134304729600748,74.82972756410257,97.88161057692307,74.81971153846155
84,0.7142454659900604,74.86979166666666,97.88661858974359,74.11858974358975
85,0.71852167791281,74.7646233974359,97.97425881410257,73.81810897435898
86,0.7081044327754241,75.09515224358975,97.84655448717949,74.20873397435898
87,0.7099588964229975,75.0,97.95172275641025,74.90985576923077
88,0.7024149449589925,75.10016025641025,98.13952323717949,74.36899038461539
89,0.7090008126046413,75.02754407051282,97.99429086538461,74.01842948717949
90,0.7078881508264786,75.19280849358975,98.01181891025641,73.71794871794873
91,0.7122545347381861,74.7470953525641,98.02183493589743,74.79967948717949
92,0.7044454189256216,75.2178485576923,97.98427483974359,74.27884615384616
93,0.7096693359124355,74.94491185897436,97.94671474358975,75.16025641025641
94,0.7134668952188431,74.65695112179486,97.93920272435898,74.31891025641025
95,0.7049934448531041,75.20282451923077,97.99679487179486,74.88982371794873
96,0.7100987321673295,74.90234375,97.92417868589743,74.36899038461539
97,0.7080008918658282,75.18780048076923,97.96925080128204,74.50921474358975
98,0.7048480074184064,74.85977564102564,98.04437099358975,74.89983974358975
99,0.7098482012366637,74.84725560897436,97.8916266025641,74.07852564102564
100,0.7058878489411794,75.00500801282051,97.98177083333334,74.77964743589743
