epoch,train_loss,mixup_loss,valid_loss
1,1.1176100714683532,0.00018209913969039916,1.168961210988271
2,1.0305570932388306,0.00012657794952392577,1.169018647227532
3,1.1363958867549897,0.00017011866569519043,1.1003965254013355
4,1.1656105038166047,0.00013148584365844725,1.1752771586179733
5,1.1912881395816803,0.0002829757213592529,1.2236570687248156
6,1.2457435732364655,0.0002047605037689209,1.2147437987419276
7,1.16606925945282,0.00010808324813842774,1.1545325758365483
8,1.1309168297290801,0.00018943963050842286,1.1194541179216826
9,1.0848441578865051,0.00019436031579971312,1.0510798119581664
10,1.0302721692323684,0.000296938943862915,0.9872185203891534
11,0.9515523606300355,8.95570158958435e-05,0.9406991025958306
12,1.0173400110721589,0.00027043724060058595,1.002084674170384
13,0.9716248172283173,0.00021379389762878417,0.9261427871309794
14,0.8921992208957672,0.00025338191986083985,0.9048996481757897
15,0.8766007393598556,0.00015724745988845824,0.9112080805576764
16,0.9187244972705841,0.00025296368598937987,0.9471737899077244
17,0.9038339577674865,6.876303553581238e-05,0.8944712760738838
18,0.8716198865890503,9.918239116668701e-05,0.853319060917084
19,0.8099300501823425,0.00017842965126037597,0.7925613107971656
20,0.7863175388097763,0.00025162558555603026,0.7696776100649283
21,0.771967694568634,0.0002459667921066284,0.7845019915929208
22,0.764121340751648,5.6487685441970825e-05,0.7444226409380252
23,0.7922044702529907,8.542778491973876e-05,0.8456821567737139
24,0.821962401342392,0.00016243246793746949,0.7784417080573547
25,0.7944835489034653,7.708986401557922e-05,0.7738993683686624
26,0.7645590547084808,0.0002016395330429077,0.741199197104344
27,0.7700912012815475,0.000187865948677063,0.7723544979324708
28,0.7790245938301087,0.00021826088428497314,0.8030825954599258
29,0.7961498727560044,5.349823236465454e-05,0.8249691017927268
30,0.8401567261219025,9.912605285644531e-05,0.8645361438393593
31,0.8418589509010315,0.00031590054035186767,0.8283969211654786
32,0.8733093382358551,0.00034442763328552245,0.8974063560748712
33,0.904511211013794,0.000330357551574707,0.8953825688132873
34,0.9322767576217651,0.00028750994205474853,0.96460992957537
35,0.9075413665294647,0.0001894656777381897,0.8624917884858755
36,0.860215693283081,6.564139127731323e-05,0.8609117340200987
37,0.8428240501403809,0.00027030739784240725,0.8159685622041042
38,0.838568636226654,0.00031859340667724607,0.8056752779162847
39,0.8201184348583221,0.0004091510772705078,0.826770880092413
40,0.8245498127937317,0.00014989328384399414,0.8568988045056661
41,0.8476882515430451,0.0002396733045578003,0.8202851739449378
42,0.833083686876297,0.0003440150260925293,0.8375607404189233
43,0.822687502861023,0.00033621540069580076,0.8252041559570875
44,0.8367232098579407,0.0001706741690635681,0.8401791336826789
45,0.8510072124481202,0.00024810214042663575,0.8543046961228052
46,0.817289661026001,0.00010463296175003052,0.7994669347237318
47,0.7847823111772537,6.313564777374267e-05,0.7449537814618685
48,0.764480369758606,6.598061919212341e-05,0.7388423832181172
49,0.746627388548851,0.000261323094367981,0.7233275753947405
50,0.7322239671945572,0.0003237578868865967,0.7280935368094689
51,0.7379957201004028,0.00013169939517974853,0.732123367392864
52,0.7332939913749695,0.00023647956848144532,0.7304318435490131
53,0.7285214447975159,0.00010009641647338867,0.7401740384789613
54,0.7098277616977692,0.00030451302528381347,0.7288907074775451
55,0.7069135660409928,7.589031457901001e-05,0.7214495761272235
56,0.7169135823488235,5.436255931854248e-05,0.7229250824222198
57,0.7228516342163086,6.626178026199341e-05,0.7255782408592029
58,0.7123990671396255,0.00021705913543701173,0.7358477695439106
59,0.7092692116975784,0.0002802970886230469,0.7069676565245177
60,0.6905973763465881,0.00033321495056152345,0.7196451759873292
61,0.6965021774053574,0.00028191068172454836,0.7368707437163744
62,0.6979624590873719,0.00015653290748596192,0.7423173433695084
63,0.6945515226602554,0.0002644467353820801,0.6896322220563889
64,0.6994364812850952,0.0003069266319274902,0.7226968589119422
65,0.7054302947521209,0.00022877836227416993,0.7436957718470157
66,0.7049645720958709,0.00020005431175231935,0.7053439201643834
67,0.696883838057518,7.030671834945678e-05,0.7019754914710155
68,0.6766280482053757,0.00024016273021698,0.7109201186551497
69,0.661345384645462,0.00010820820331573486,0.662907875310152
70,0.6689855356454849,0.00034041926860809324,0.7336993281466838
71,0.6818708789348602,0.0003104107141494751,0.7021543007248487
72,0.6887365401268005,0.00033447062969207763,0.7309413372706144
73,0.6838425311565399,0.00029018535614013674,0.7360739787228596
74,0.693148802804947,0.0003601041078567505,0.7526368970672289
75,0.6947779772758483,0.0002508924961090088,0.7152674971864774
76,0.6939237248897553,0.0003340364456176758,0.7128457826299545
77,0.6729472445249558,0.0002881006717681885,0.6840630951218116
78,0.6490509702205658,0.00030611329078674316,0.6848099333926653
79,0.6253935666561127,0.00026843883991241454,0.6713296583829782
80,0.6234291474580764,0.0003111971855163574,0.6748988029475396
81,0.62355277531147,4.6503129601478575e-05,0.6341737075111805
82,0.6218935832738877,7.37000823020935e-05,0.5977036766707897
83,0.6251756738185883,0.0001276341199874878,0.6655950840467062
84,0.6264442687273025,0.0002194383144378662,0.6683954870662628
85,0.6337497061252594,0.00023734517097473144,0.6623522228537462
86,0.6218051685333252,0.0001352450489997864,0.6378174520646914
87,0.6108508243083954,0.00032991290092468264,0.642955869436264
88,0.600532638502121,0.0003228893756866455,0.6374702404897946
89,0.6063685638904571,0.00021986348628997803,0.6107994659015765
90,0.6154649759531021,0.0001910090446472168,0.6310130805732348
91,0.6234282621383667,0.0002813061714172363,0.6450836385289828
92,0.6316320061683655,5.073219537734985e-05,0.6345487399361073
93,0.6296963847398758,0.00014920458793640136,0.6425885167450477
94,0.6252726701021194,0.0003037395477294922,0.6414371454753937
95,0.6302040232896805,6.62014126777649e-05,0.6615422262022128
96,0.6452137680053711,5.027371644973755e-05,0.6477210155855386
97,0.6322645123243332,0.00027764368057250975,0.6399629342441375
98,0.6203751340150833,6.138167977333068e-05,0.6025264595563595
99,0.6117823098659515,0.0001547060489654541,0.5909135931004317
100,0.6018590486764908,0.00031801021099090576,0.6472799616555373
