epoch,train_loss,train_acc@1,train_acc@5,valid_acc@1
1,1.2139213614356823,61.40574919871795,95.06460336538461,66.60657051282051
2,0.9687858069172273,66.97716346153845,96.6972155448718,68.2391826923077
3,0.9230610380570093,67.86358173076923,97.04026442307693,68.80008012820514
4,0.899771796205105,68.60476762820514,97.0878405448718,69.72155448717949
5,0.8833172095891757,69.0830328525641,97.30068108974359,70.53285256410257
6,0.8653835621781838,70.10967548076923,97.35827323717949,70.57291666666666
7,0.8594035615141575,70.25991586538461,97.30819310897436,70.79326923076923
8,0.8471834424596566,70.66055689102564,97.47095352564102,71.06370192307693
9,0.8456220200810677,70.59545272435898,97.46594551282051,70.95352564102564
10,0.8359383331277431,70.86338141025641,97.47095352564102,71.14383012820514
11,0.8306230440353736,70.98106971153845,97.56109775641025,71.62459935897436
12,0.8221061743604832,71.41927083333334,97.72636217948718,71.49439102564102
13,0.8233147978018491,71.35917467948718,97.61368189102564,72.19551282051282
14,0.8131549092821586,71.73978365384616,97.72636217948718,72.03525641025641
15,0.8146437370242217,71.7598157051282,97.6387219551282,72.10536858974359
16,0.8132765035216625,71.73978365384616,97.5761217948718,72.02524038461539
17,0.8154897670715283,71.53946314102564,97.70633012820514,72.12540064102564
18,0.8065719403899633,71.79236778846155,97.75140224358975,71.7548076923077
19,0.8017781151410861,72.13792067307693,97.76642628205127,71.875
20,0.800749323115899,72.3232171474359,97.71133814102564,72.50600961538461
21,0.7997678831601754,72.39833733974359,97.62369791666666,72.13541666666666
22,0.7926913304970815,72.36077724358975,97.75891426282051,72.7764423076923
23,0.7919520733830256,72.20302483974359,97.88411458333334,72.33573717948718
24,0.7950310038450437,72.39082532051282,97.66877003205127,72.10536858974359
25,0.7867890090132371,72.57111378205127,97.75140224358975,72.90665064102564
26,0.783460456209305,72.50350560897436,97.78145032051282,72.54607371794873
27,0.7864183132082988,72.55608974358975,97.70883413461539,73.03685897435898
28,0.7840721498315151,72.52103365384616,97.8340344551282,73.0068108974359
29,0.7831190986893116,72.54607371794873,97.75891426282051,73.49759615384616
30,0.782104509190107,72.98427483974359,97.71133814102564,72.89663461538461
31,0.7822719863974131,72.72135416666666,97.85406650641025,72.79647435897436
32,0.7787996358596362,72.70633012820514,97.75390625,73.50761217948718
33,0.7785497607711034,73.03936298076923,97.75641025641025,73.046875
34,0.7772004252825028,72.99679487179486,97.80649038461539,72.7363782051282
