epoch,train_loss,train_acc@1,train_acc@5,valid_acc@1
1,1.3128195324769387,53.801081730769226,93.47205528846155,57.942708333333336
2,1.1590713614072554,58.56370192307693,95.37760416666666,59.94591346153846
3,1.1305714161732259,59.90334535256411,95.73567708333334,60.77724358974359
4,1.1056867448183207,60.58693910256411,95.82582131410257,61.66866987179487
5,1.0934029704867265,61.17037259615385,95.9560296474359,61.91907051282052
6,1.0844907745336876,61.67367788461539,95.97105368589743,62.67027243589743
7,1.0696941698208833,62.25711137820513,96.1338141025641,62.72035256410257
8,1.0729152755095408,62.287159455128204,96.18639823717949,62.51001602564102
9,1.065729061380411,62.08183092948718,96.22646233974359,62.86057692307693
10,1.0554507877200077,62.56760817307693,96.10376602564102,64.0224358974359
11,1.0498629497029843,62.75290464743589,96.23647836538461,63.17107371794872
12,1.0536864533638344,62.970753205128204,96.2089342948718,63.60176282051282
13,1.0410575669927475,63.03836137820513,96.33163060897436,63.551682692307686
14,1.0396098735240789,63.19861778846154,96.25150240384616,63.33133012820513
15,1.0321717002452948,63.43149038461539,96.41676682692307,63.85216346153846
16,1.0320735153479454,63.64683493589743,96.19891826923077,63.65184294871795
17,1.0307827599537678,63.58673878205128,96.2489983974359,62.580128205128204
18,1.0323244533859766,63.58924278846154,96.31660657051282,64.51322115384616
19,1.0272720041565406,63.844651442307686,96.4267828525641,64.11258012820514
20,1.0258289655813804,63.78205128205128,96.39423076923077,63.29126602564102
21,1.0201186319956412,64.10506810897436,96.43179086538461,64.87379807692307
22,1.0200720813411932,64.29286858974359,96.47936698717949,64.36298076923077
23,1.0185864550563006,64.17267628205127,96.48687900641025,63.74198717948718
24,1.016316957007616,64.00240384615384,96.49439102564102,63.78205128205128
25,1.0118224672400034,64.41806891025641,96.50941506410257,64.31290064102564
26,1.0134498578233597,64.18018830128204,96.43179086538461,64.77363782051282
27,1.0131570503879817,64.43810096153845,96.5069110576923,64.68349358974359
28,1.0060760833514042,64.55578926282051,96.50440705128204,65.12419871794873
29,1.007657113747719,64.38301282051282,96.49689503205127,64.61338141025641
