epoch,train_loss,mixup_loss,valid_loss
1,0.6076637709140777,0.0,0.2783756725585613
2,0.30056467106342316,0.0,0.3113230685584056
3,0.3256609334945679,0.0,0.36014153321201986
4,0.35334991340637206,0.0,0.338983452377411
5,0.3695697612047195,0.0,0.37225120294934666
6,0.4024819862365723,0.0,0.4051246893329498
7,0.41138397097587587,0.0,0.38448720454023433
8,0.40607234661579134,0.0,0.4130847786481564
9,0.4133949825525284,0.0,0.418835534594762
10,0.41802955157756805,0.0,0.41627844700064415
11,0.4235736912250519,0.0,0.4166647541599396
12,0.4159341537475586,0.0,0.40919974197944003
13,0.4087063662528992,0.0,0.4192711896239183
14,0.40862922711372374,0.0,0.40737802477983326
15,0.41834720845222473,0.0,0.419268131065063
16,0.4146770865917206,0.0,0.4069135701045012
17,0.40063215179443357,0.0,0.4053260372617306
18,0.38182153313159944,0.0,0.380387717905717
19,0.3775470986843109,0.0,0.365035049808331
20,0.3825712038040161,0.0,0.38849712182313967
21,0.38626464524269105,0.0,0.379049607194387
22,0.3747872977018356,0.0,0.38380300272733736
23,0.3700848346471787,0.0,0.37070717968237704
24,0.3701524537086487,0.0,0.3699764131735533
25,0.36876332461833955,0.0,0.36224656876845235
26,0.3621663543224335,0.0,0.35934199096682745
27,0.35725134766101835,0.0,0.356754468419613
28,0.3452683356523514,0.0,0.34923590337618804
29,0.3453099271535873,0.0,0.3478005510301162
30,0.3470347193002701,0.0,0.3500431661422436
31,0.35126802506446836,0.0,0.36112577449052763
32,0.35408354136943815,0.0,0.3481539068504786
33,0.3528492214679718,0.0,0.3489492167838109
34,0.3510645406484604,0.0,0.35350972117903906
35,0.35544046227931975,0.0,0.3588221425620409
36,0.3551506547689438,0.0,0.36419340395010436
37,0.35299837198257444,0.0,0.3613070375644244
38,0.3631378613948822,0.0,0.37654503988914
39,0.36212565779685973,0.0,0.3685060542745468
40,0.3566698731422424,0.0,0.3746833493694281
41,0.3552521274089813,0.0,0.3597011780127501
42,0.35384568016529083,0.0,0.36891911713740766
43,0.3514493436098099,0.0,0.35833314309517544
44,0.35321128497123716,0.0,0.36398276075338704
45,0.35394902102947234,0.0,0.3534487585226695
46,0.3475135699510574,0.0,0.3629999726246565
47,0.3586539387226105,0.0,0.3647224513384012
48,0.35797736811637876,0.0,0.3579806962456459
49,0.3547420867204666,0.0,0.3616762501307023
50,0.355138223528862,0.0,0.3596605960375223
51,0.3527953733682632,0.0,0.3660961450674595
52,0.35510656559467313,0.0,0.3622318224456066
53,0.3562633129119873,0.0,0.3725652528496889
54,0.3637127485513687,0.0,0.3810918527917984
55,0.3647047029018402,0.0,0.3619221909305988
56,0.3632270967245102,0.0,0.37073819702252364
57,0.3555779893398285,0.0,0.3499263391280786
58,0.3600305947065353,0.0,0.3683791203567615
59,0.3544438633918762,0.0,0.36464403464626044
60,0.3607596530675888,0.0,0.35855501441237253
61,0.3643936108112335,0.0,0.3787921712948726
62,0.37212629816532133,0.0,0.3739879098840249
63,0.37253748302459716,0.0,0.3746330342613734
64,0.36822116017341616,0.0,0.3825103333936288
65,0.36754804198741914,0.0,0.37507775731575793
66,0.3688527696847916,0.0,0.3730481717831049
67,0.36660784196853635,0.0,0.41210422894129384
68,0.36517025153636934,0.0,0.3647299897976411
69,0.3641114093542099,0.0,0.3696803292975976
70,0.3640894912958145,0.0,0.36831602186728746
71,0.36542411706447603,0.0,0.37177789153961033
72,0.3676217101573944,0.0,0.36844111272157765
73,0.36297880210876465,0.0,0.377341923614343
74,0.36436110148429873,0.0,0.3656964668860802
75,0.3582173150062561,0.0,0.3700151155010248
76,0.3601602787733078,0.0,0.3782317778812005
77,0.3569442387580872,0.0,0.3783519942408953
78,0.36288946390151977,0.0,0.36809055507183075
79,0.3647324483156204,0.0,0.36728620739319384
80,0.3696712222576141,0.0,0.3814901445920651
81,0.3729367311000824,0.0,0.37767400038548005
82,0.3707757152080536,0.0,0.3742096668634659
83,0.36533514206409456,0.0,0.3670961184379382
84,0.3690403422355652,0.0,0.37592435284302783
85,0.36597486662864687,0.0,0.3652106922788498
86,0.3617215312719345,0.0,0.36551292412556136
87,0.3572211900472641,0.0,0.37306372286417544
88,0.35201559801101684,0.0,0.3733986925620299
89,0.36043718647956846,0.0,0.3647097585101922
90,0.36589381794929504,0.0,0.3815856837691405
91,0.3593083813905716,0.0,0.36777444432179135
92,0.361201501083374,0.0,0.3626943956582974
93,0.3598297488451004,0.0,0.36867769989065635
94,0.36289560265541077,0.0,0.36266675495948547
95,0.36427321047782896,0.0,0.3619251214923003
96,0.35983821732997895,0.0,0.36729189123098666
97,0.35521971316337586,0.0,0.36730057965868557
98,0.36682012906074524,0.0,0.36454370331305724
99,0.3556391050338745,0.0,0.36409493478444904
100,0.3620177988529205,0.0,0.3569923137816099
