epoch,train_loss,train_acc@1,train_acc@5,valid_acc@1
1,1.211561167660432,57.59715544871795,95.01953125,62.05929487179487
2,1.068530020996546,61.443309294871796,96.21895032051282,62.770432692307686
3,1.0507916107009618,62.41486378205128,96.3691907051282,63.541666666666664
4,1.0363612788227887,62.65024038461539,96.40675080128204,63.551682692307686
5,1.0278357137472203,62.94070512820513,96.42928685897436,64.23277243589743
6,1.0266241943224883,62.91566506410257,96.45432692307693,64.70352564102564
7,1.0157195721299221,63.694411057692314,96.55448717948718,64.4130608974359
8,1.0115058542444155,63.58423477564102,96.43679887820514,64.8838141025641
9,1.0104284284588618,63.85466746794872,96.49939903846155,64.27283653846155
10,1.003595874286615,63.91726762820513,96.5419671474359,65.07411858974359
11,1.0011679360117667,64.09505208333334,96.59705528846155,64.58333333333334
12,0.9913493247750478,64.30038060897436,96.73477564102564,64.25280448717949
13,0.9926765255438976,64.55078125,96.60707131410257,65.64503205128204
14,0.99207692192151,64.3379407051282,96.78485576923077,65.53485576923077
15,0.9865650807817777,64.6309094551282,96.72475961538461,64.97395833333334
16,0.9860374423173758,64.66346153846155,96.65214342948718,65.37459935897436
17,0.9867712765550002,64.62840544871796,96.60707131410257,64.62339743589743
18,0.9900799833047085,64.54827724358975,96.7548076923077,65.05408653846155
19,0.9784169113024687,65.13421474358975,96.84244791666666,65.29447115384616
20,0.9792980433274538,64.86378205128204,96.67467948717949,65.53485576923077
21,0.9715574788741577,65.11668669871796,96.90254407051282,66.25600961538461
22,0.9823740466664999,64.95142227564102,96.61708733974359,65.49479166666666
23,0.9731209251361016,65.20933493589743,96.7998798076923,66.10576923076923
24,0.9755456923292234,65.2519030448718,96.64463141025641,66.07572115384616
25,0.9748145781266384,65.08663862179486,96.68219150641025,65.55488782051282
26,0.9754271331505898,65.20683092948718,96.72475961538461,65.75520833333334
27,0.9703975913998408,65.26943108974359,96.84995993589743,65.82532051282051
28,0.9647057801485062,65.57742387820514,96.76983173076923,65.78525641025641
29,0.9660724825583972,65.29697516025641,96.88752003205127,65.7051282051282
30,0.9685253158975871,65.42718349358975,96.68970352564102,65.80528846153845
31,0.9631659606328378,65.4522235576923,96.84244791666666,65.83533653846155
32,0.9639739231803478,65.57491987179486,96.78986378205127,66.42628205128204
33,0.9685345848019307,65.61498397435898,96.66716746794873,65.8954326923077
34,0.9578697238212976,65.64503205128204,96.9150641025641,66.04567307692307
35,0.9574231486289929,65.65755208333334,96.90004006410257,65.73517628205127
36,0.9558584542992787,65.89292868589743,96.94010416666666,66.15584935897436
37,0.9624401923173513,65.63752003205127,96.7598157051282,67.16746794871796
38,0.9593234992562196,65.65004006410257,96.80989583333334,66.59655448717949
39,0.9638639357991707,65.55488782051282,96.79737580128204,66.78685897435898
40,0.9545974725714097,65.9980969551282,96.7598157051282,66.38621794871796
41,0.9548934507064331,65.78776041666666,96.91005608974359,66.58653846153845
42,0.9588942546875049,65.57491987179486,96.74979967948718,66.41626602564102
43,0.9549803672692715,65.86288060897436,96.8975360576923,67.00721153846155
44,0.9590437633868976,65.73267227564102,96.78735977564102,65.98557692307693
45,0.9611596658061712,65.78525641025641,96.75731169871796,67.3076923076923
46,0.9589382568613077,65.91546474358975,96.64713541666666,66.65665064102564
47,0.9546502880178965,65.88541666666666,96.80989583333334,66.7568108974359
48,0.9463447806162711,66.24348958333334,96.91756810897436,66.2860576923077
49,0.9561890306381079,65.9405048076923,96.86748798076923,65.98557692307693
50,0.9493950817447442,66.10326522435898,96.76231971153845,66.45633012820514
51,0.9512014834162517,66.17337740384616,96.82992788461539,66.796875
52,0.9467995260388423,66.18589743589743,96.86247996794873,65.86538461538461
53,0.9546655194881635,66.02313701923077,96.92257612179486,66.57652243589743
54,0.9515056260503255,66.02814503205127,96.86999198717949,67.25761217948718
55,0.9448865063679524,66.26352163461539,96.93509615384616,66.4463141025641
