epoch,train_loss,mixup_loss,valid_loss
1,0.890092644572258,0.0,0.7523758111473842
2,0.8104942452669144,0.0,0.9209112012997652
3,0.8595170229196548,0.0,0.794202246153966
4,0.8089676674604416,0.0,0.8494072538346816
5,0.7862463934898376,0.0,0.7947288263493624
6,0.7638487879276276,0.0,0.7402627327694342
7,0.7517968388557434,0.0,0.7253860453955638
8,0.7072662704944611,0.0,0.7382234308200005
9,0.6755645678043366,0.0,0.6908872224008425
10,0.6578106786131859,0.0,0.6028572728809638
11,0.6069416349172592,0.0,0.6275323000855935
12,0.6344782871603966,0.0,0.6242516028384367
13,0.6253561910867691,0.0,0.6234076710847708
14,0.6283739149689674,0.0,0.5944263169016594
15,0.6395454718947411,0.0,0.5987017474686488
16,0.6111756693005562,0.0,0.6029775169892952
17,0.6167365861415863,0.0,0.6143480109958313
18,0.6234658339977265,0.0,0.5796580690030868
19,0.6088674209117889,0.0,0.5841653528503883
20,0.5971435781240463,0.0,0.6325053047293272
21,0.6238810437917709,0.0,0.6111058534051363
22,0.6131358858346939,0.0,0.6118094859023889
23,0.6004547780632973,0.0,0.5876619310524219
24,0.6091560394883155,0.0,0.5822533565836076
25,0.6113223197937012,0.0,0.5697206083971721
26,0.6110667476415634,0.0,0.6069080586043688
27,0.6101767216682434,0.0,0.5817256886989642
28,0.6036587609052658,0.0,0.6049263522219963
29,0.6035833965420723,0.0,0.5727032682834527
30,0.5813190589070321,0.0,0.595333128498915
31,0.6026228880643845,0.0,0.5554414333250278
32,0.5847175899028778,0.0,0.5622688430624131
33,0.5902258029460907,0.0,0.5552289289159652
34,0.6050699518918992,0.0,0.61728560552001
35,0.6102549694061279,0.0,0.5814413179953893
36,0.6136484944343567,0.0,0.5783150949730322
37,0.6074488931655884,0.0,0.6002635062696078
38,0.6183861598730087,0.0,0.6192113070342785
39,0.6168787571191787,0.0,0.6080748667128575
40,0.6127494098424912,0.0,0.609986810443493
41,0.6280251148223877,0.0,0.6118705235421658
42,0.6183922945261001,0.0,0.6159254281948774
43,0.6146095798969269,0.0,0.5932564913080289
44,0.6179036460161209,0.0,0.5921355922443744
45,0.6009102494955063,0.0,0.5926245738489505
46,0.5863414972543717,0.0,0.5764101647222654
47,0.6041142524242401,0.0,0.5945825747763499
48,0.6070382276296615,0.0,0.5784660461239326
49,0.5964672236442566,0.0,0.5795910156881198
50,0.5943985902071,0.0,0.5827388764382937
51,0.5957587192535401,0.0,0.579671775110257
52,0.5957900335788727,0.0,0.574116160090153
53,0.5918364006400109,0.0,0.5664459583468926
54,0.5841095316171646,0.0,0.5726596422684498
55,0.5902784785032272,0.0,0.5703866253487575
56,0.5894540621757507,0.0,0.5788751591283542
57,0.5770735242843628,0.0,0.5606949121142045
58,0.592244793844223,0.0,0.5772577400008837
59,0.5862744490385056,0.0,0.5654045837238814
60,0.5780445191860198,0.0,0.5734170235884495
61,0.5885870032072067,0.0,0.5894531543629292
62,0.5874150735378265,0.0,0.5731666484513344
63,0.5825766531705856,0.0,0.5661624244008309
64,0.5790163362979889,0.0,0.5619224217266608
65,0.576509860420227,0.0,0.5656994171440601
66,0.5762937937498093,0.0,0.5650217215984296
67,0.5682160833239556,0.0,0.5678788429269424
68,0.5715458656549454,0.0,0.536640862814891
69,0.5604700314044953,0.0,0.5541251393464895
70,0.5573631396055222,0.0,0.5563042881206061
71,0.5568588386297226,0.0,0.5475652002944396
72,0.550389643406868,0.0,0.5500912848764505
73,0.5544936689138412,0.0,0.5555796352907633
74,0.5673203774929046,0.0,0.5432947464287281
75,0.5628646044254303,0.0,0.5496337427160679
76,0.5519500802993774,0.0,0.5412326097870485
77,0.5531808447122574,0.0,0.548874071202217
78,0.5556050314664841,0.0,0.5418067021438708
79,0.5540456720352173,0.0,0.5682849630904503
80,0.5534502842903137,0.0,0.5567262840385621
81,0.5596286239385605,0.0,0.5453502805187151
82,0.5593961395263672,0.0,0.5744113511382005
83,0.5543088849306107,0.0,0.5458366552797648
84,0.553144711136818,0.0,0.5335387595188923
85,0.5536878054141998,0.0,0.5491330005610601
86,0.5429525682449341,0.0,0.5287785423107636
87,0.5476190661907196,0.0,0.5305691541960607
88,0.5457094708681106,0.0,0.5340967291536239
89,0.5485525830984116,0.0,0.5502588158616653
90,0.5382961873531341,0.0,0.5312271953966373
91,0.5323992475032806,0.0,0.5322763328559887
92,0.5338355543375015,0.0,0.5313083613530184
93,0.5434089297771454,0.0,0.5375822969736197
94,0.5418484309434891,0.0,0.5255563829380733
95,0.5393147997498512,0.0,0.5467352219499074
96,0.5395082440376282,0.0,0.5405372002950082
97,0.5362167920589447,0.0,0.5083055895490524
98,0.5351572969913483,0.0,0.5359220628937086
99,0.5364030509948731,0.0,0.5379293357523588
100,0.5440403727293015,0.0,0.5331347391773493
